,NAVINFLUOR.NS,PEL.NS,AARTIIND.NS,RPOWER.NS,PNBHOUSING.NS,AMBER.NS,IDBI.NS,LALPATHLAB.NS,ANANTRAJ.NS,RKFORGE.NS,SONATSOFTW.NS,DEVYANI.NS,SHYAMMETL.NS,NBCC.NS,FSL.NS,ASTERDM.NS,ANGELONE.NS,IRCON.NS,ZENSARTECH.NS,JWL.NS,IFCI.NS,BLS.NS,GODFRYPHLP.NS,CESC.NS,IIFL.NS,GESHIP.NS,CAMS.NS,RAMCOCEM.NS,JBMA.NS,ACE.NS,HINDCOPPER.NS,WELCORP.NS,HFCL.NS,IEX.NS,CDSL.NS,PCBL.NS,ATUL.NS,HSCL.NS,TRITURBINE.NS,CREDITACC.NS,MANAPPURAM.NS,CHAMBLFERT.NS,AFFLE.NS,GSPL.NS,GRSE.NS,TITAGARH.NS,SWANENERGY.NS,NEWGEN.NS,BEML.NS,TATACHEM.NS,POONAWALLA.NS,BATAINDIA.NS,RAILTEL.NS,LAURUSLABS.NS,NATCOPHARM.NS,TTML.NS,INOXWIND.NS,BRIGADE.NS,INDIAMART.NS,ABREL.NS,TRIDENT.NS,REDINGTON.NS,CASTROLIND.NS,RADICO.NS,TEJASNET.NS,CROMPTON.NS,ITI.NS,KEC.NS,MCX.NS,NH.NS,KARURVYSYA.NS,CYIENT.NS,MGL.NS,RITES.NS,NEULANDLAB.NS,ZENTEC.NS,WELSPUNLIV.NS,BSOFT.NS,PGEL.NS,NCC.NS
2019-03-13,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-14,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-15,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-18,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-19,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-20,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-22,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,99411.0,0.0
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,3533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,7221.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,3533.0,5783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.0,0.0,0.0,263.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,3533.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.0,0.0,0.0,263.0,44.0,928.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,191.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,3533.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.0,0.0,0.0,263.0,44.0,928.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,191.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,3533.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.0,0.0,0.0,263.0,44.0,928.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,191.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,2901.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.0,0.0,0.0,263.0,44.0,928.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,0.0,0.0
2019-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,44.0,928.0,1953.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,0.0,0.0
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,0.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,0.0,0.0
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,747.0,7621.0,0.0
2019-04-22,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-04-23,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-04-24,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-04-25,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-04-26,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,928.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-04-30,0.0,76.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-05-02,0.0,76.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,0.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,7621.0,0.0
2019-05-03,0.0,76.0,283.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,0.0
2019-05-06,0.0,76.0,283.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,0.0
2019-05-07,0.0,76.0,283.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,0.0
2019-05-08,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,967.0,0.0,0.0,0.0,1.0,0.0,0.0,979.0,471.0,0.0,167.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,530.0
2019-05-09,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1069.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,967.0,0.0,0.0,0.0,1.0,0.0,96.0,979.0,471.0,0.0,167.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,530.0
2019-05-10,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1953.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,967.0,0.0,0.0,0.0,1.0,0.0,96.0,979.0,471.0,0.0,167.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,530.0
2019-05-13,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,362.0,0.0,0.0,11215.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,967.0,0.0,0.0,0.0,1.0,0.0,96.0,979.0,471.0,0.0,167.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,530.0
2019-05-14,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,362.0,0.0,0.0,11215.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,484.0,154.0,0.0,875.0,0.0,1869.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,967.0,0.0,0.0,0.0,1.0,0.0,96.0,979.0,471.0,0.0,167.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.0,530.0
