Ticker,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,,,,,,,8249.0,8565.0,7662.0,7796.4501953125,7466.92138671875,5797,1628.0,1705.0,1602.699951171875,1673.449951171875,1483.251953125,3666362,1289.1593017578125,1310.0400390625,1244.67431640625,1279.7630615234375,1227.4805908203125,559060,,,,,,
2015-03-02,,,,,,,7889.9501953125,8200.0,7763.10009765625,8098.7001953125,7756.396484375,2772,1680.0,1774.6500244140625,1675.0,1698.6500244140625,1505.5880126953125,2433711,1274.6336669921875,1293.6986083984375,1243.766357421875,1247.5340576171875,1196.5682373046875,389672,,,,,,
2015-03-09,,,,,,,7870.0,8143.2998046875,7810.0498046875,7976.39990234375,7639.26513671875,2833,1686.0,1689.800048828125,1615.0,1616.0,1432.3316650390625,1435404,1243.766357421875,1251.710205078125,1184.9825439453125,1196.96630859375,1148.06640625,593451,,,,,,
2015-03-16,,,,,,,8120.0,8197.0,7610.2998046875,7713.25,7387.2373046875,2347,1621.0,1628.949951171875,1548.0999755859375,1569.75,1407.6492919921875,1339565,1201.0970458984375,1208.7230224609375,1143.9019775390625,1155.4771728515625,1108.272216796875,579389,,,,,,
2015-03-23,,,,,,,7636.0,7950.0,7636.0,7731.75,7404.95556640625,22810,1570.5,1604.0,1538.0,1549.449951171875,1389.44580078125,1464081,1156.6119384765625,1157.4744873046875,1072.816650390625,1090.0205078125,1045.48974609375,314402,,,,,,
2015-03-30,,,,,,,7800.0,8150.0,7764.0,7879.60009765625,7546.55712890625,949,1554.0,1594.9000244140625,1550.0999755859375,1585.9000244140625,1422.1318359375,631431,1098.509033203125,1165.6905517578125,1086.7069091796875,1159.744140625,1112.3646240234375,300228,,,,,,
2015-04-06,,,,,,,7965.0,9585.0,7950.0,9273.099609375,8881.1572265625,13964,1588.0,1676.8499755859375,1582.050048828125,1636.050048828125,1467.1033935546875,1444189,1164.78271484375,1271.002197265625,1158.24609375,1229.649169921875,1179.4141845703125,500832,,,,,,
2015-04-13,,,,,,,9300.0,9300.0,8611.0498046875,8772.5,8401.716796875,4489,1635.0,1649.449951171875,1505.0,1521.6500244140625,1364.516845703125,1940379,1239.2271728515625,1300.507568359375,1221.0699462890625,1230.6478271484375,1180.371826171875,284999,,,,,,
2015-04-20,,,,,,,8900.0,8900.0,8111.0,8169.5498046875,7824.2509765625,3442,1521.800048828125,1575.0,1487.5999755859375,1531.5999755859375,1373.43896484375,1668521,1233.689208984375,1265.5550537109375,1177.49267578125,1209.94873046875,1160.5181884765625,224479,,,,,,
2015-04-27,,,,,,,8050.0498046875,8150.0,7537.4501953125,7958.75,7622.361328125,2079,1539.949951171875,1546.949951171875,1428.0999755859375,1433.699951171875,1285.6488037109375,1504974,1213.2623291015625,1225.6092529296875,1180.21630859375,1212.7630615234375,1163.218017578125,214802,,,,,,
2015-05-04,,,,,,,7958.75,8300.0,7500.0,7754.0,7426.26513671875,3522,1441.0,1482.0,1386.550048828125,1448.5,1298.9205322265625,2273444,1214.260986328125,1284.6199951171875,1186.2535400390625,1235.8226318359375,1189.011962890625,443091,,,,,,
2015-05-11,,,,,,,7890.0,8190.0,7651.0,8111.75,7768.89453125,2307,1455.0999755859375,1509.199951171875,1443.0,1472.1500244140625,1320.1282958984375,1307476,1236.5943603515625,1248.3056640625,1165.6905517578125,1227.83349609375,1181.3255615234375,188981,,,,,,
2015-05-18,,,,,,,8299.0,8500.0,8000.0,8210.25,7863.2314453125,2990,1477.5999755859375,1541.8499755859375,1471.0,1519.199951171875,1362.319580078125,1077560,1230.1485595703125,1275.2237548828125,1202.3680419921875,1268.278564453125,1220.2386474609375,169263,,,,,,
2015-05-25,,,,,,,8389.0,8389.0,7915.39990234375,7986.0498046875,7648.50732421875,1428,1520.0,1528.0,1453.0999755859375,1512.4000244140625,1356.2215576171875,1495207,1267.3707275390625,1290.7027587890625,1208.63232421875,1212.989990234375,1167.0443115234375,253256,,,,,,
2015-06-01,,,,,,,8390.0,9375.0,8390.0,8481.25,8122.77734375,12433,1515.0,1532.0,1430.0,1434.5,1286.3660888671875,1727172,1225.6092529296875,1225.6092529296875,1139.544189453125,1149.39453125,1105.8575439453125,119922,,,,,,
2015-06-08,,,,,,,8525.0,8600.0,8161.9501953125,8204.650390625,7857.86767578125,2453,1434.5,1452.1500244140625,1376.0999755859375,1402.1500244140625,1257.35693359375,1331263,1149.39453125,1202.9127197265625,1130.2840576171875,1146.9432373046875,1103.499267578125,124857,,,,,,
2015-06-15,,,,,,,8385.0,8399.0,8121.0,8277.150390625,7927.3037109375,1159,1404.0,1432.949951171875,1366.199951171875,1425.1500244140625,1277.981689453125,1242544,1152.9351806640625,1221.0699462890625,1125.8355712890625,1204.8193359375,1159.1829833984375,134410,,,,,,
2015-06-22,,,,,,,8400.0,8590.0,8200.0,8298.849609375,7948.0859375,2553,1425.0999755859375,1459.0,1396.800048828125,1420.8499755859375,1274.125732421875,1436941,1212.899169921875,1251.9371337890625,1190.9744873046875,1229.9669189453125,1183.3782958984375,208304,,,,,,
2015-06-29,,,,,,,8299.9501953125,8396.0,7810.0,8200.349609375,7853.7490234375,7604,1408.0,1487.0,1375.550048828125,1480.4000244140625,1327.5263671875,1140226,1207.4520263671875,1271.4560546875,1172.9080810546875,1266.8714599609375,1218.884765625,278144,,,,,,
2015-07-06,,,,,,,8299.900390625,8350.0,8050.0,8099.64990234375,7757.3056640625,2788,1468.699951171875,1515.550048828125,1458.199951171875,1472.199951171875,1320.1732177734375,1099428,1259.2000732421875,1298.2379150390625,1235.595703125,1248.53271484375,1201.2408447265625,362398,,,,,,
2015-07-13,,,,,,,8120.0498046875,8690.0,8101.0,8280.4501953125,7930.46435546875,13996,1467.25,1510.5,1463.0,1486.0,1332.5479736328125,1545872,1256.4764404296875,1311.8558349609375,1248.3056640625,1282.1234130859375,1233.5589599609375,367884,,,,,,
2015-07-20,,,,,,,8501.150390625,8510.0,8005.7001953125,8306.7998046875,7955.69970703125,11776,1436.0999755859375,1472.9000244140625,1403.800048828125,1408.800048828125,1263.320068359375,1761013,1285.5279541015625,1298.101806640625,1234.6878662109375,1243.766357421875,1196.6549072265625,380352,,,,,,
2015-07-27,,,,,,,8290.0,8900.0,8100.0,8688.0498046875,8320.8359375,6591,1404.0,1406.25,1350.0,1387.4000244140625,1253.70947265625,2084418,1243.766357421875,1279.1728515625,1188.432373046875,1258.8369140625,1211.154296875,211672,,,,,,
2015-08-03,,,,,,,8850.0,10775.0,8797.849609375,10374.9501953125,9936.4375,54664,1384.800048828125,1417.0,1366.0,1399.6500244140625,1264.7791748046875,1306057,1248.578125,1279.0821533203125,1227.4249267578125,1256.294921875,1208.708740234375,180807,,,,,,
2015-08-10,,,,,,,10472.0,10700.0,9800.0,9996.0498046875,9573.5517578125,6551,1398.0,1408.949951171875,1355.050048828125,1372.050048828125,1239.8387451171875,1493669,1255.568603515625,1266.462890625,1153.0712890625,1168.8226318359375,1124.5496826171875,157743,,,,,,
2015-08-17,,,,,,,10394.400390625,12565.0,10041.650390625,11931.2998046875,11427.0048828125,15044,1378.0,1454.3499755859375,1362.0,1406.449951171875,1270.923828125,1416938,1171.1376953125,1223.7481689453125,1132.462890625,1153.6160888671875,1109.9193115234375,183905,,,,,,
2015-08-24,,,,,,,11400.0,11400.0,9960.0,11034.7998046875,10568.3974609375,10660,1375.0,1394.699951171875,1320.0,1362.800048828125,1231.4798583984375,2233405,1133.0076904296875,1145.7176513671875,1020.4331665039062,1128.105224609375,1085.374755859375,391557,,,,,,
2015-08-31,,,,,,,10906.400390625,11270.0,10200.0,10483.4501953125,10040.3515625,6640,1362.800048828125,1398.8499755859375,1317.1500244140625,1345.4000244140625,1215.756591796875,1824324,1125.7447509765625,1145.7176513671875,1047.078857421875,1080.9420166015625,1039.9979248046875,171654,,,,,,
2015-09-07,,,,,,,10550.0,11374.9501953125,10202.0,10918.5498046875,10457.0595703125,7392,1359.9000244140625,1394.699951171875,1330.0,1366.550048828125,1234.8687744140625,1005718,1090.3382568359375,1094.8775634765625,1030.419677734375,1044.2191162109375,1004.6658935546875,302105,,,,,,
2015-09-14,,,,,,,11099.900390625,11249.4501953125,10708.599609375,10926.849609375,10465.0087890625,2014,1367.5,1408.0,1365.0,1375.199951171875,1242.6849365234375,641639,1053.1160888671875,1054.02392578125,989.5659790039062,1018.1635131835938,979.597412109375,271031,,,,,,
2015-09-21,,,,,,,10826.0498046875,11135.099609375,10682.9501953125,10879.0498046875,10419.23046875,1895,1364.449951171875,1397.0,1325.0,1343.050048828125,1213.6331787109375,885484,1012.262451171875,1031.2366943359375,982.666259765625,988.4765625,951.0350341796875,81134,,,,,,
2015-09-28,,,,,,,10879.0498046875,11189.9501953125,10670.0,10869.5498046875,10410.1318359375,1625,1343.5,1375.0,1301.5,1363.0999755859375,1231.7510986328125,793301,989.6113891601562,995.4216918945312,924.744873046875,958.1087036132812,921.8173217773438,222721,,,,,,
2015-10-05,,,,,,,11099.9501953125,11997.0,10815.0,11655.150390625,11162.52734375,5238,1372.199951171875,1384.800048828125,1329.199951171875,1347.3499755859375,1217.5186767578125,1118545,966.8695068359375,1054.9317626953125,957.7909545898438,1016.6655883789062,978.1563110351562,354616,,,,,,
2015-10-12,,,,,,,11655.0,11919.9501953125,11091.7001953125,11335.0,10855.908203125,2983,1350.0,1399.9000244140625,1340.5999755859375,1393.0,1258.7698974609375,1009006,1021.341064453125,1073.4521484375,991.4724731445312,1064.0103759765625,1023.707763671875,181437,,,,,,
2015-10-19,,,,,,,11280.0498046875,12499.0,11225.099609375,12186.349609375,11671.275390625,4574,1398.5,1407.0,1357.1500244140625,1400.199951171875,1265.2762451171875,1345297,1065.8260498046875,1140.2705078125,1039.0443115234375,1137.229248046875,1094.1533203125,233755,,,,,,
2015-10-26,,,,,,,12549.7001953125,12774.2998046875,11632.150390625,11675.099609375,11181.6328125,7663,1405.0,1407.449951171875,1371.300048828125,1379.5999755859375,1246.6611328125,1015616,1139.3626708984375,1171.1376953125,1112.126953125,1123.9744873046875,1081.400390625,237859,,,,,,
2015-11-02,,,,,,,12000.0,12274.400390625,11100.0,11322.7998046875,10844.2236328125,7818,1373.25,1443.0,1362.9000244140625,1384.050048828125,1250.6822509765625,1036158,1116.6661376953125,1176.1309814453125,1105.3179931640625,1127.1519775390625,1084.4576416015625,724421,,,,,,
2015-11-09,,,,,,,11220.0,11785.150390625,10950.0,11450.2001953125,10966.2392578125,2163,1359.1500244140625,1373.800048828125,1314.199951171875,1326.699951171875,1198.8587646484375,597352,1117.5740966796875,1139.2718505859375,1072.2265625,1095.4676513671875,1053.9736328125,78867,,,,,,
2015-11-16,,,,,,,11450.0,11727.099609375,11111.099609375,11434.900390625,10951.5869140625,3542,1324.9000244140625,1349.449951171875,1300.800048828125,1339.75,1210.651123046875,1096392,1091.24609375,1103.04833984375,1062.1947021484375,1066.325439453125,1025.9349365234375,100833,,,,,,
2015-11-23,,,,,,,11390.0,11750.0,11350.0,11526.9501953125,11039.74609375,2469,1340.0,1365.4000244140625,1328.25,1353.199951171875,1222.80517578125,788951,1071.2733154296875,1077.5828857421875,1041.22314453125,1051.4365234375,1011.6101684570312,408325,,,,,,
2015-11-30,,,,,,,11527.0,11569.400390625,11115.0,11174.25,10701.953125,6611,1356.9000244140625,1373.1500244140625,1332.300048828125,1334.8499755859375,1206.22314453125,1006694,1057.6553955078125,1080.351806640625,1039.99755859375,1047.4873046875,1007.810546875,246232,,,,,,
2015-12-07,,,,,,,11174.25,11300.0,10530.0,10688.4501953125,10236.6865234375,2848,1336.449951171875,1355.949951171875,1305.4000244140625,1319.4000244140625,1192.2620849609375,997379,1049.484619140625,1057.6553955078125,1001.8674926757812,1010.4921264648438,972.2166137695312,88931,,,,,,
2015-12-14,,,,,,,10500.0,10969.0,10400.0,10708.0,10255.4091796875,11158,1315.0,1364.800048828125,1312.0,1349.0,1219.009765625,865274,1011.3546142578125,1119.662109375,993.1066284179688,1032.734619140625,993.6165771484375,397702,,,,,,
2015-12-21,,,,,,,10609.0,10850.0,10355.099609375,10616.849609375,10168.1123046875,3748,1346.0999755859375,1360.0999755859375,1338.1500244140625,1344.1500244140625,1214.6273193359375,470563,1038.59033203125,1047.6689453125,1004.9995727539062,1015.8031005859375,977.326416015625,168385,,,,,,
2015-12-28,,,,,,,10616.0498046875,11500.0,10410.0,11321.9501953125,10843.41015625,4555,1345.0,1380.4000244140625,1326.300048828125,1373.6500244140625,1241.284423828125,821577,1012.5347900390625,1027.605224609375,1007.72314453125,1013.578857421875,975.1865844726562,133013,,,,,,
2016-01-04,,,,,,,11330.0,11330.0,10505.0,10589.599609375,10142.013671875,3719,1368.4000244140625,1378.199951171875,1275.0,1295.800048828125,1170.9361572265625,1063596,1013.1702880859375,1030.7374267578125,949.4840087890625,958.2902221679688,921.9920043945312,241022,,,,,,
2016-01-11,,,,,,,10830.0,10830.0,10152.099609375,10209.75,9778.2197265625,2166,1287.800048828125,1303.0,1223.25,1229.5999755859375,1111.115234375,680601,958.2902221679688,958.3356323242188,907.8587036132812,920.2509765625,885.3936767578125,214390,,,,,,
2016-01-18,,,,,,,10325.0,10650.0,9793.7001953125,9925.5,9505.9833984375,3852,1232.5,1256.6500244140625,1205.0,1241.0,1121.4166259765625,822150,912.3980102539062,939.2706298828125,867.1866455078125,878.98876953125,845.6942138671875,158522,,,,,,
2016-01-25,,,,,,,10066.9501953125,10068.0,9463.400390625,9881.150390625,9463.5078125,2752,1250.0,1263.5,1208.0,1240.050048828125,1120.5582275390625,626365,889.7015380859375,902.3207397460938,873.3600463867188,881.62158203125,848.2274780273438,117002,,,,,,
2016-02-01,,,,,,,9850.0,10225.0,9515.0,10135.75,9707.34765625,2806,1245.0,1286.0,1240.300048828125,1271.4000244140625,1148.8873291015625,1043852,889.2476196289062,1087.61474609375,884.9806518554688,1029.4210205078125,990.4285888671875,2500072,,,,,,
2016-02-08,,,,,,,10580.0,12162.900390625,10036.2998046875,10623.400390625,10174.38671875,29175,1271.0,1309.75,1199.0999755859375,1221.050048828125,1103.38916015625,1067736,1029.51171875,1056.74755859375,930.55517578125,943.6283569335938,907.8855590820312,1083893,,,,,,
2016-02-15,,,,,,,10701.0,11400.0,10700.0,10850.25,10391.6474609375,3430,1230.0,1280.9000244140625,1204.0,1278.0,1154.8514404296875,795846,958.6987915039062,1041.5863037109375,958.6987915039062,1001.23193359375,963.30712890625,409614,,,,,,
2016-02-22,,,,,,,10850.0498046875,11045.849609375,10201.0,10350.0,9912.541015625,3502,1274.5,1287.300048828125,1182.1500244140625,1190.9000244140625,1076.1444091796875,815517,1008.4948120117188,1014.4412841796875,908.7665405273438,930.46435546875,895.2200927734375,242973,,,,,,
2016-02-29,,,,,,,10450.0,11025.0,10150.0,10781.0,10325.32421875,4633,1189.0,1259.800048828125,1174.0,1239.3499755859375,1125.20849609375,906031,933.2787475585938,1048.168212890625,910.536865234375,1037.1832275390625,997.8966674804688,699349,,,,,,
2016-03-07,,,,,,,10781.0,10899.0,10600.0498046875,10740.75,10286.775390625,2778,1239.3499755859375,1254.949951171875,1218.0,1226.75,1113.768798828125,841573,1037.1832275390625,1084.5279541015625,1007.7685546875,1038.091064453125,998.7701416015625,294504,,,,,,
2016-03-14,,,,,,,10800.25,10918.0,10660.75,10780.599609375,10324.94140625,3542,1231.300048828125,1340.300048828125,1228.050048828125,1337.199951171875,1214.0465087890625,2185248,1031.690673828125,1057.6553955078125,1013.0795288085938,1049.530029296875,1009.77587890625,204638,,,,,,
2016-03-21,,,,,,,10849.9501953125,10880.0,10660.0,10799.5498046875,10343.0908203125,1814,1344.3499755859375,1400.0,1338.0,1372.6500244140625,1246.231689453125,1265485,1048.5767822265625,1118.48193359375,1042.2218017578125,1095.2861328125,1053.798828125,225442,,,,,,
2016-03-28,,,,,,,10879.9501953125,10880.0,10496.4501953125,10826.0498046875,10368.470703125,7783,1372.6500244140625,1417.0,1353.0999755859375,1413.800048828125,1283.592041015625,1898556,1092.154052734375,1194.1973876953125,1086.0260009765625,1175.631591796875,1131.10107421875,557582,,,,,,
2016-04-04,,,,,,,10731.0498046875,11711.7001953125,10401.2001953125,11037.0,10570.50390625,27273,1409.949951171875,1448.8499755859375,1387.0,1441.8499755859375,1309.058349609375,1519857,1189.294921875,1225.6092529296875,1157.610595703125,1220.2529296875,1174.031982421875,329553,,,,,,
2016-04-11,,,,,,,11005.5,14000.0,11005.0,13623.25,13047.4423828125,22712,1447.5,1475.0,1425.5,1469.949951171875,1334.5704345703125,768168,1220.162109375,1301.869384765625,1203.911376953125,1227.334228515625,1180.8450927734375,380305,,,,,,
2016-04-18,,,,,,,13599.9501953125,14417.9501953125,13001.0498046875,13393.7001953125,12827.5947265625,10477,1465.0999755859375,1482.5,1410.75,1414.1500244140625,1283.9095458984375,1050914,1237.6837158203125,1245.99072265625,1195.9222412109375,1214.1248779296875,1171.640380859375,222989,,,,,,
2016-04-25,,,,,,,13151.0,13779.400390625,13151.0,13323.849609375,12760.6962890625,3557,1424.0,1459.0,1406.0,1443.1500244140625,1310.2388916015625,1576638,1225.0645751953125,1251.9371337890625,1122.2041015625,1177.76513671875,1136.552978515625,848413,,,,,,
2016-05-02,,,,,,,13351.0,13640.0,13010.0,13202.7998046875,12644.763671875,3188,1442.0,1446.449951171875,1379.300048828125,1425.449951171875,1294.1688232421875,1126237,1174.7691650390625,1174.7691650390625,1105.8626708984375,1129.96630859375,1090.4267578125,290219,,,,,,
2016-05-09,,,,,,,13101.150390625,13399.0,13051.7001953125,13098.7001953125,12545.0634765625,3656,1432.5,1475.0,1425.5,1457.0999755859375,1322.9041748046875,1070835,1132.9168701171875,1198.37353515625,1126.652587890625,1147.351806640625,1107.2039794921875,587198,,,,,,
2016-05-16,,,,,,,13030.0,13299.0,12500.0,12716.2998046875,12178.8251953125,4899,1452.300048828125,1468.0,1390.1500244140625,1393.449951171875,1265.1160888671875,630419,1158.427734375,1162.05908203125,1089.475830078125,1097.6011962890625,1059.194091796875,120938,,,,,,
2016-05-23,,,,,,,12800.0,13300.0,12600.0,12699.0,12162.2568359375,14223,1393.25,1533.300048828125,1390.0,1522.949951171875,1382.6895751953125,1696879,1106.180419921875,1156.475830078125,1076.1756591796875,1138.409423828125,1098.574462890625,269748,,,,,,
2016-05-30,,,,,,,12780.0,12897.0,12174.0498046875,12456.900390625,11930.390625,4217,1530.0,1564.0,1521.5,1540.0,1398.1693115234375,2768232,1143.2664794921875,1143.2664794921875,1093.9697265625,1101.051025390625,1062.5230712890625,280666,,,,,,
2016-06-06,,,,,,,12456.0,12779.9501953125,12142.7998046875,12193.4501953125,11678.0751953125,2863,1542.0,1559.949951171875,1526.1500244140625,1555.6500244140625,1412.3778076171875,2236303,1105.7718505859375,1134.641845703125,1084.89111328125,1096.51171875,1058.1427001953125,472258,,,,,,
2016-06-13,,,,,,,12200.0,12915.0,12029.900390625,12428.150390625,11902.85546875,3319,1548.0,1571.4000244140625,1535.550048828125,1555.4000244140625,1412.1507568359375,1084360,1095.785400390625,1138.90869140625,1086.7069091796875,1124.7008056640625,1085.34521484375,284461,,,,,,
2016-06-20,,,,,,,12341.0,12505.0,11900.0,11942.0498046875,11437.30078125,4179,1538.4000244140625,1579.699951171875,1522.0,1568.0999755859375,1423.6810302734375,1241092,1113.942626953125,1129.7847900390625,1070.274658203125,1100.6424560546875,1062.129150390625,206715,,,,,,
2016-06-27,,,,,,,12195.0,13360.0498046875,11950.400390625,13285.25,12723.728515625,5570,1567.0,1626.050048828125,1564.8499755859375,1617.4000244140625,1468.44091796875,1848723,1100.32470703125,1125.7447509765625,1077.6737060546875,1109.8572998046875,1071.0211181640625,260794,,,,,,
2016-07-04,,,,,,,13640.0,14374.0,13286.0,13748.599609375,13167.494140625,6699,1618.0,1625.949951171875,1569.050048828125,1597.6500244140625,1450.5096435546875,894494,1109.9027099609375,1148.3504638671875,1093.0618896484375,1140.996826171875,1101.0711669921875,248461,,,,,,
2016-07-11,,,,,,,13748.0,13865.5,13570.0,13614.2001953125,13038.775390625,2739,1608.0999755859375,1644.300048828125,1606.050048828125,1613.0,1464.4459228515625,837084,1155.7041015625,1180.0347900390625,1136.6390380859375,1154.0245361328125,1113.6429443359375,314200,,,,,,
2016-07-18,,,,,,,13614.0,14350.0,13226.2998046875,13885.7998046875,13298.89453125,4258,1619.0,1718.0,1579.550048828125,1681.550048828125,1526.6829833984375,2020874,1157.4290771484375,1202.0048828125,1131.872802734375,1169.0950927734375,1128.18603515625,891683,,,,,,
2016-07-25,,,,,,,14110.0,15250.0,13984.099609375,14619.650390625,14001.728515625,11657,1678.949951171875,1717.949951171875,1657.4000244140625,1688.699951171875,1533.1739501953125,2212335,1181.3057861328125,1195.64990234375,1138.454833984375,1148.1689453125,1107.992431640625,345792,,,,,,
2016-08-01,,,,,,,14730.0,14800.0,13490.0,13541.9501953125,12969.5791015625,13584,1695.550048828125,1724.449951171875,1657.1500244140625,1721.050048828125,1562.5447998046875,921744,1157.5198974609375,1162.1044921875,1083.9832763671875,1107.0882568359375,1068.3492431640625,225392,,,,,,
2016-08-08,,,,,,,13400.0,13642.0,13010.7001953125,13085.4501953125,12532.373046875,5845,1725.9000244140625,1736.4000244140625,1584.0,1652.5,1510.14404296875,1523616,1106.6798095703125,1118.2550048828125,1060.37890625,1083.7109375,1045.789794921875,200365,,,,,,
2016-08-15,,,,,,,13085.4501953125,13507.9501953125,13021.599609375,13187.7001953125,12630.3017578125,2634,1652.5,1708.050048828125,1641.800048828125,1691.199951171875,1545.51025390625,1405220,1083.7109375,1087.5693359375,1051.3004150390625,1054.02392578125,1017.141845703125,134774,,,,,,
2016-08-22,,,,,,,13200.0,13489.0,12956.0,12991.5498046875,12442.4423828125,4059,1692.6500244140625,1696.0,1622.75,1638.199951171875,1497.075927734375,966644,1061.105224609375,1071.1824951171875,1036.0029296875,1042.4033203125,1005.927734375,126330,,,,,,
2016-08-29,,,,,,,13070.0,13328.0,12800.0,12983.5,12434.732421875,7122,1638.0,1725.0,1623.449951171875,1669.550048828125,1525.725341796875,1718467,1043.129638671875,1062.557861328125,1038.59033203125,1041.31396484375,1004.87646484375,142140,,,,,,
2016-09-05,,,,,,,12983.5,13440.0,12900.0,13182.0498046875,12624.890625,8496,1669.550048828125,1715.0,1651.199951171875,1653.3499755859375,1510.9210205078125,1078926,1041.31396484375,1089.2943115234375,1041.31396484375,1076.629638671875,1038.9564208984375,348246,,,,,,
2016-09-12,,,,,,,13150.0,13459.849609375,13000.0,13181.9501953125,12624.794921875,5054,1640.0,1640.0,1570.25,1626.300048828125,1486.2012939453125,1015077,1075.8125,1080.351806640625,1043.220458984375,1063.05712890625,1025.858642578125,186367,,,,,,
2016-09-19,,,,,,,13313.75,13340.0,12999.9501953125,13023.0498046875,12472.6103515625,3096,1636.0,1672.0,1610.699951171875,1617.0,1477.702392578125,1321445,1062.1947021484375,1071.2733154296875,1041.5408935546875,1045.671630859375,1009.0816040039062,127213,,,,,,
2016-09-26,,,,,,,13025.849609375,13500.0,12600.0,12883.900390625,12339.341796875,6629,1608.199951171875,1627.4000244140625,1576.25,1599.8499755859375,1462.0296630859375,1390213,1052.9345703125,1063.5565185546875,1004.9995727539062,1036.683837890625,1000.4083251953125,167457,,,,,,
2016-10-03,,,,,,,12883.900390625,13520.0,12883.900390625,13190.7998046875,12633.2705078125,5553,1615.0,1653.0,1605.0,1625.4000244140625,1485.3787841796875,1285737,1044.0374755859375,1078.49072265625,1032.28076171875,1041.767822265625,1005.3143920898438,241134,,,,,,
2016-10-10,,,,,,,13285.5498046875,13319.5498046875,12901.25,12992.900390625,12443.7353515625,2910,1628.800048828125,1674.0,1622.449951171875,1640.25,1498.9493408203125,818647,1048.4859619140625,1063.1025390625,1029.8294677734375,1048.93994140625,1012.2355346679688,170446,,,,,,
