Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BEL.NS,BHARTIARTL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,ETERNAL.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS
2018-03-28,87.29638163,354.10001,1064.65,1120.4,510.5,2744.7,176.755,517.15498,47.1499527,359.26547409,545.45001,283.29999,416.11,2837.265,,1046.716367,484.29999,471.525
2018-04-02,89.80810633,369.70001,1098.2,1150.15,499.04999,2808.95,181.86,526.73999,48.24995159,356.02154213,576.25,277.5,426.42,2828.875,,1084.913696,489.75,482.8
2018-04-03,90.64534789,366.39999,1095.85,1152.1,501.54999,2792.0,183.425,538.16001,48.91661759,362.41929684,570.29999,278.95001,424.98,2799.0,,1083.56907,484.625,478.975
2018-04-04,84.53349005,367.79999,1066.95,1136.0,492.25,2766.0,185.02,522.85498,47.91661859,355.9764695,569.79999,274.54999,418.28,2893.425,,1055.132728,479.625,470.8125
2018-04-05,95.96340842,375.95001,1083.7,1142.9,503.10001,2808.1499,191.56,544.38501,48.34995149,354.94021345,560.34998,277.79999,422.22,2967.775,,1089.893791,481.024995,477.225
2018-04-06,97.1966144,379.29999,1076.3,1143.5,500.20001,2786.3999,193.76,548.425,48.26661824,346.87545617,558.95001,275.79999,424.96,2979.915,,1080.282207,476.32501,480.85
2018-04-09,95.50905401,377.35001,1061.1,1157.45,519.29999,2772.45,194.425,556.12998,48.19995498,342.68535936,556.75,274.45001,424.25,2980.575,,1074.206491,476.625,484.7625
2018-04-10,95.89849601,387.25,1086.3,1156.75,546.15002,2766.45,192.605,541.28999,48.49995134,347.41609348,558.15002,280.89999,422.42,2997.2051,,1077.592956,474.225005,480.2125
2018-04-11,93.82150659,377.89999,1109.55,1155.85,539.79999,2755.55,192.465,542.02002,48.29994821,347.19082042,561.5,283.39999,420.14,3068.51,,1064.445505,483.649995,479.7125
2018-04-12,88.33696289,372.35001,1076.0,1165.2,548.75,2763.2,192.935,542.075,49.09995074,342.59526816,556.15002,281.5,412.1,3068.1551,,1060.212425,505.025,482.2
2018-04-13,90.47884525,383.10001,1082.35,1162.2,542.54999,2786.2,191.435,531.67998,47.49995234,340.52273805,555.5,285.0,417.99,3135.3,,1059.415609,495.625,481.25
2018-04-16,91.35508165,387.5,1093.8,1178.85,542.40002,2838.3,194.33,538.61499,46.3499535,339.39637279,584.95001,286.10001,420.49,3129.925,,1088.051156,499.95001,485.525
2018-04-17,90.54375766,383.39999,1083.45,1176.0,532.40002,2864.2,193.505,542.61001,46.3166202,344.26227073,579.95001,287.60001,421.11,3102.76,,1090.3918,505.5,487.125
2018-04-18,88.75884487,384.95001,1076.1,1172.3,518.25,2862.05,192.685,537.18501,46.23328695,346.24468261,584.59998,285.10001,420.33,3087.39,,1088.499364,498.42499,483.15
2018-04-19,91.93922844,386.54999,1122.0,1165.0,512.90002,2857.95,191.33,538.52002,45.38328447,356.24681518,584.40002,283.20001,427.26,3092.015,,1099.754379,509.275,484.75
2018-04-20,89.37545111,381.14999,1134.0,1159.35,505.70001,2852.7,188.04,528.63501,44.09995576,362.23906938,589.04999,292.04999,424.38,3114.8699,,1096.417715,531.175,488.975
2018-04-23,90.70602246,386.35001,1132.2,1178.7,506.20001,2852.1499,189.935,529.4,45.7499541,363.00500677,600.15002,289.79999,427.11,3106.5199,,1080.780217,544.0,483.9375
2018-04-24,89.50525646,392.25,1106.85,1170.1,504.85001,2886.8,191.78,542.76499,45.26662125,366.06871129,601.90002,290.5,430.03,3113.675,,1076.098928,530.975,483.75
2018-04-25,89.27809223,391.89999,1088.25,1163.05,498.39999,2900.3501,189.985,543.42998,44.26662226,378.32357439,593.04999,290.95001,423.6,3074.6949,,1058.120785,534.4,480.1875
2018-04-26,91.22526981,397.10001,1076.9,1155.7,493.75,2884.95,189.21,533.925,43.68328951,368.72694232,599.95001,290.79999,415.37,3120.5199,,1064.943515,538.65,482.5625
2018-04-27,92.03659381,402.45001,1072.4,1181.6,539.20001,2947.1499,190.115,543.525,44.39995545,368.32144182,599.84998,286.75,419.55,3159.9301,,1082.473449,520.825,480.85
2018-04-30,90.93319967,407.29999,1091.0,1201.7,517.29999,2952.6001,190.77,548.26001,43.73328946,369.04230658,607.40002,285.0,421.97,3118.86,,1089.34598,526.375,486.075
2018-05-02,83.9882533,401.10001,1080.05,1222.3,523.75,2965.95,190.51,543.68999,43.43328976,368.05112316,612.0,280.5,423.64,3052.225,,1091.387819,500.25,492.375
2018-05-03,82.04108221,397.0,1069.3,1206.75,533.40002,2975.2,187.43,540.20498,42.96662023,364.40168168,609.29999,276.95001,424.22,2987.84,,1083.170663,462.850005,491.975
2018-05-04,82.17089405,408.25,1101.4,1190.45,520.29999,2888.6499,185.74,534.80498,43.19995999,357.50833527,597.0,271.29999,421.32,2920.84,,1069.624804,464.92499,497.125
2018-05-07,82.81995324,412.39999,1080.9,1215.25,536.09998,2915.3,189.545,540.12998,43.76662276,358.85997359,591.04999,267.39999,413.9,2976.685,,1072.712463,464.100005,494.35
2018-05-08,85.31883114,412.79999,1071.6,1209.9,542.25,2892.25,186.84,534.07002,43.96661922,361.47313199,590.65002,268.14999,414.99,3042.7051,,1088.250359,460.04999,491.7625
2018-05-09,83.76108907,413.35001,1045.5,1222.55,548.5,2872.0,184.91,534.95,44.11662574,362.64456989,588.0,267.35001,412.87,3031.565,,1090.591004,463.75,494.6
2018-05-10,82.20334701,410.79999,1024.15,1217.7,547.65002,2827.5,183.74,523.79502,43.26662326,371.34010974,575.5,269.35001,397.92,3064.75,,1088.698568,465.100005,498.175
2018-05-11,82.94976508,412.70001,1044.9,1286.45,553.29999,2815.45,186.15,534.54502,42.61662391,348.36225832,573.70001,271.0,398.1,3087.3,,1096.367914,466.42499,502.9375
2018-05-14,80.48334014,409.95001,1023.7,1297.35,551.90002,2831.95,186.45,538.64502,41.91662461,345.25347217,578.5,270.04999,403.55,3049.525,,1095.720502,462.649995,505.4375
2018-05-15,80.0289987,409.14999,1041.8,1314.65,549.70001,2823.6499,190.195,539.75,40.06662647,344.17217954,575.79999,263.5,401.7,3077.285,,1085.1129,462.5,509.45
2018-05-16,79.89918687,403.10001,1029.45,1323.7,550.0,2811.8999,191.995,531.92002,40.54995932,338.22497093,559.90002,263.5,398.79,3056.5699,,1078.090966,460.125,505.8375
2018-05-17,80.09390462,397.89999,1017.8,1309.45,539.45001,2815.45,206.65,556.925,41.79995806,331.24150629,553.75,271.5,395.43,3049.5949,,1078.887781,454.875,506.9375
2018-05-18,76.97842049,389.5,1016.65,1308.35,532.90002,2787.5,214.96499,572.97998,40.48329272,325.60967996,533.04999,266.79999,396.4,3008.6199,,1058.618794,445.350005,503.0375
2018-05-21,76.71879681,383.70001,983.5,1301.7,526.84998,2720.55,210.545,572.20498,39.09996077,324.39319646,520.45001,270.25,378.61,2943.29,,1031.726281,447.975005,498.2625
2018-05-22,79.34748655,379.75,968.29999,1286.85,523.29999,2808.5,214.93,597.17998,39.03329417,326.06022607,524.0,279.04999,401.92,2992.9551,,1035.361751,452.45001,497.475
2018-05-23,76.19954946,374.25,963.95001,1278.6,520.25,2774.95,207.83999,579.00498,38.93329427,321.50969237,532.40002,276.20001,390.87,2939.2051,,1043.1805,447.17499,491.875
2018-05-24,77.33540305,371.25,966.54999,1293.6,534.45001,2732.8,209.475,582.63999,38.68329452,335.11618478,533.5,280.10001,394.59,2951.54,,1017.632612,455.850005,496.5
2018-05-25,81.0025875,379.89999,993.90002,1292.35,538.5,2758.5,211.6,607.17002,39.48329372,339.66671847,536.65002,275.60001,393.57,3020.3449,,1026.546982,458.0,502.175
2018-05-28,84.1505181,378.89999,985.15002,1321.85,546.15002,2790.1499,209.495,600.93501,41.19995867,338.04473447,539.5,284.79999,398.91,3068.275,,1056.128747,447.25,510.55
2018-05-29,80.28862238,377.85001,1004.9,1299.5,547.75,2796.05,207.71001,588.78501,40.93329227,341.64910332,530.59998,282.35001,396.14,3051.0699,,1053.588898,452.54999,508.15
2018-05-30,80.09390462,374.39999,987.65002,1293.85,541.65002,2762.8999,211.86499,595.88501,39.81662672,338.63044441,525.59998,289.04999,392.36,3013.6301,,1037.353788,453.67499,512.0875
2018-05-31,78.53616256,392.14999,950.34998,1304.65,545.90002,2750.3,210.98999,604.225,38.13329508,336.64805956,524.79999,296.25,387.32,3078.065,,1035.660556,455.17499,534.8625
2018-06-01,77.59502672,387.60001,927.09998,1293.05,536.65002,2896.55,207.73999,588.22002,37.13329608,345.74909091,524.5,294.64999,388.28,2986.875,,1024.604745,452.42499,527.65
2018-06-04,75.45313138,378.54999,941.15002,1284.45,537.04999,2878.5,206.28501,574.85498,37.36662918,335.47662166,520.70001,292.60001,399.2,2937.765,,1030.730262,450.350005,511.55
2018-06-05,74.90143107,373.60001,939.79999,1273.6,530.90002,2847.55,210.06001,577.09502,37.66662888,328.26788396,542.09998,285.25,392.68,2923.635,,1020.172461,442.524995,515.9
2018-06-06,76.75124977,375.79999,930.09998,1262.8,531.40002,2885.25,216.06499,591.475,38.73329447,342.18976766,538.45001,290.64999,392.09,2994.925,,1029.983248,454.475005,514.3375
2018-06-07,81.39202301,380.04999,970.75,1290.8,542.40002,2888.6001,216.945,601.425,40.56662597,342.36999511,540.70001,288.89999,392.99,2971.24,,1039.445428,460.67499,515.55
2018-06-08,81.97617629,380.5,1018.4,1278.85,537.40002,2874.05,218.68501,602.55,39.51662702,340.20735578,559.65002,289.89999,412.58,2951.3,,1024.505143,464.350005,512.3375
2018-06-11,83.24184172,382.29999,999.40002,1283.3,539.95001,2881.1001,225.03,606.89502,39.64996022,350.34464317,560.79999,287.89999,416.64,2967.7,,1044.923533,455.79999,510.575
2018-06-12,82.8524062,388.89999,982.40002,1287.7,537.15002,2887.25,226.125,607.85498,40.46662607,343.00074164,567.09998,283.54999,438.13,2920.84,,1034.664537,457.399995,510.9625
2018-06-13,83.8259885,382.85001,975.20001,1286.4,540.65002,2907.95,223.105,607.47998,39.73329347,338.49528058,582.09998,284.0,451.26,2944.86,,1032.871703,461.850005,507.8625
2018-06-14,86.94147913,374.45001,969.90002,1286.1,532.0,2890.7,224.325,602.8,38.71662782,339.26121797,588.04999,283.20001,453.88,2953.6699,,1032.074888,468.475005,509.35
2018-06-15,85.96789034,372.95001,1033.25,1282.2,528.75,2877.1499,228.36001,597.91001,38.94996092,340.83812934,611.59998,279.04999,469.97,2957.375,,1027.692404,474.149995,507.4
2018-06-18,87.2011093,370.54999,1052.95,1282.05,522.54999,2895.3,224.31499,599.575,38.09996178,334.21509257,606.5,274.20001,477.17,3013.5301,,1016.038982,466.600005,504.7875
2018-06-19,84.3127829,362.45001,1060.2,1269.2,517.20001,2849.8,227.06001,591.32002,37.81662873,334.48543825,601.84998,272.95001,478.6,2994.965,,1006.078792,460.225005,505.875
2018-06-20,85.5135489,365.64999,1048.15,1271.3,519.09998,2869.6499,226.78,594.75498,37.24996263,335.11618478,602.84998,270.60001,473.55,2980.5301,,1013.250129,455.475005,514.0375
2018-06-21,84.28034292,366.89999,1023.9,1253.0,513.04999,2830.1001,225.745,599.15498,36.44996343,332.23270772,603.5,267.70001,463.28,2942.49,,1007.921427,451.274995,514.4
2018-06-22,84.60487252,365.79999,1021.45,1267.7,525.65002,2832.2,233.605,617.65,36.56662998,337.50407914,615.75,264.85001,467.25,2914.065,,1006.377598,452.399995,520.8375
2018-06-25,82.43051773,361.14999,1031.6,1253.45,515.20001,2801.3,239.06001,616.56499,36.46663008,337.14364226,611.40002,259.0,458.03,2944.0,,1002.542924,454.45001,523.7375
2018-06-26,83.8259885,362.89999,1022.4,1274.6,514.20001,2811.95,236.73501,608.43501,35.33329788,342.59526816,599.5,265.14999,453.43,2903.5449,,1032.572897,455.20001,523.425
2018-06-27,74.70671331,361.10001,1020.45,1267.15,507.85001,2765.45,233.55,597.51001,34.79996509,338.49528058,602.29999,265.89999,458.76,2837.185,,1021.666489,460.524995,528.15
2018-06-28,70.97462294,361.79999,1012.4,1268.4,504.60001,2716.0,227.47,584.8,34.58329864,340.56781069,600.90002,260.64999,459.15,2842.5551,,999.604668,454.79999,532.7125
2018-06-29,73.44104788,373.14999,1047.45,1264.45,510.79999,2810.3,229.63501,582.11001,36.21663033,344.17217954,616.65002,264.35001,447.01,2859.0449,,1002.84173,463.125,527.1125
2018-07-02,68.1836684,362.79999,1064.5,1293.05,512.25,2835.1499,229.955,577.82998,35.19996468,331.64697976,617.0,260.54999,448.07,2818.765,,983.369549,463.04999,518.3125
2018-07-03,68.96253944,362.75,1063.8,1291.85,511.54999,2862.3999,232.11001,588.52002,35.81663073,334.07993775,640.40002,260.85001,454.75,2807.9,,981.925311,468.75,517.55
2018-07-04,69.90367527,359.95001,1081.9,1289.8,514.75,2979.05,233.13999,603.28501,34.78329844,331.06126982,628.90002,264.35001,463.45,2823.8,,961.606554,462.82501,525.8875
2018-07-05,68.73536872,361.89999,1048.15,1321.4,511.0,2966.95,233.01499,606.9,34.08329914,327.45690097,626.54999,270.29999,459.73,2788.8,,964.743983,465.524995,530.9375
2018-07-06,72.01311765,365.75,1016.75,1323.15,513.70001,3020.1001,234.57,605.85498,36.93329628,326.42065394,612.5,271.20001,453.81,2762.6301,,984.614572,471.95001,528.7875
2018-07-09,72.46745909,366.95001,1000.05,1363.1,525.25,3018.1499,234.805,612.47002,35.91663063,326.28549912,622.90002,271.14999,466.01,2763.25,,980.132487,480.774995,531.4125
2018-07-10,74.05765411,370.45001,1008.55,1370.45,532.54999,3093.95,236.63501,619.97998,37.59996228,331.42170671,632.04999,278.45001,464.37,2828.9,,986.706242,489.774995,536.6
2018-07-11,80.54824606,373.5,998.90002,1359.8,536.54999,3161.6001,235.56001,611.425,36.09996378,326.19538089,625.29999,264.79999,460.27,2816.05,,974.903387,496.725005,537.0625
